Schedule,Paragraph,Description,H-S Extra,Specific_HS,Units_HS,Ad_Valorem_HS,Extra,Specific_Geneva,Units_Geneva,Ad_Valorem_Geneva,Specific_Annecy,Units_Annecy,Ad_Valorem_Annecy,Specific_Torquay,Units_Torquay,Ad_Valorem_Torquay
2,228.b,"Field glasses or opera glasses (not prism-binoculars), frames and mountings therefor, and parts of such glasses, frames, or mountings,; all the foregoing, finished or unfinished, nspf: Field or opera glasses valued over $1 each","HS: no differentiation in the original description in, the whole paragraph is under one uniform tax rate",,,45,Geneva: Provided that no frames or mountings for the foregoing telescope or part of such frames or mountings shall be entitled to a reduction in duty by virtue of this item unless they are imported in the same shipment with such telescopes and are suitable in type and not excessive in quantity for use with the telescope with which imported. Also no following sub-paragraphs specified.,,,20,,,,25,,17.5
2,,Other,,,,45,,,,,,,,,,20
2,,"Mirrors for optical purposes, octants, projection lenses, and sextants, finished or unfinsihed, npsf",,,,45,,,,,,,,,,35
2,,"Optical instruments, frames and mountings therefor, and parts of any of the foregoing; all the foregoing, finished or unfinished, nspf: Range finders designed to be used with photographic cameras",,,,45,,,,,,,25,,,25
2,,"Photographic lenses, finished or unfinished, nspf",,,,45,,,,,,,,,,25
2,228.b,"Telescopes valued over $2 each; and frames, mountings, and parts thereof, suitable in type and not excessive in quantity for use with, and imported in the same shipment with, such tele­scopes; all the foregoing, finished or unfinished, nspf",,,,45,"Geneva: photographio lenses, finished or unfinished, nspf---25 ad val",,,25,,,,,,22.5
2,230.a,"Painted or stained glass windows, and parts thereof, nspf","HS: paragraph 229 Incandescent electric-light bulbs and lamps, without filaments 20%; with mental filaments 20%; with filaments of carbon or other non-metallic materials 30%",,,60,,,,,,,,,,30
2,230.c,"Glass ruled or etched in any manner, and manufactures of such glass, for photographic reproductions or engraving processes; or for measuring or recording purposes",HS: paragraph 230 b Glass mirros (except framed or cased mirros in chief value of platium gold or silver) nspf not exceeding in size144 square inches with or withou frames or cases 50%,,,55,,,,,,,,,,27.5
2,230.d,"Glass and manufactures wholly or in chief value of glass, nspf (except broken glass or glass waste fit only for remanufacture)",,,,50,,,,,,,,,,25
2,231,"Ceramic and glass colors, enamels, fluxes, frostings, glazes, and smalts; all the foregoing, ground or pulverized",HS: in any other form 40%,,,30,,,,15,,,,,,15
2,,"Cylinder, enamel, or opal glass tiles and tiling",,,,40,,,,20,,,,,,15
2,232.a,"Breccia, marble, and onyx: In block, rough or squared only (except onyx)",,65,10,,,32.5,10,,,10,32.5,32.5,10,
2,,"Sawed or dressed, over 2 inches thick",,100,10,,,50,10,,50,10,,50,10,
2,232.b,"Slabs and paving tiles of breccia, marble, or onyx, containing not less than 4 superficial inches: Not rubbed and not polished in whole or in part: Not over 1 inch thick",,8,11,,,,,,4,11,,4,11,
2,,Over 1 but not over 1-1/2,,10,11,,,,,,5,11,,5,11,
2,,Over 1-1/2 but not over 2 inches thick,,13,11,,,,,,,11,6.5,6.5,11,
2,232.b,"Slabs and paving tiles, etc. (con.): Rubbed in whole or in part: Not over 1 inch thick",,11,11,,,,,,5.5,11,,5.5,11,
2,,Over 1 but not over 1-1/2 inches thick,,13,11,,,,,,6.5,11,,6.5,11,
2,,Over 1-1/2 but not over 2 inches thick,,16,11,,,,,,8,11,,8,11,
2,,Polished in whole or in part (whether or not rubbed): Not over 1 inch thick,,15,11,,,,,,7,11,,7,11,
2,,Over 1 but not over 1-1/2 inches thick,,16,11,,,,,,8,11,,8,11,
2,,Over 1-1/2 but not over 2 inches thick,,19,11,,,,,,9.5,11,,9.5,11,
2,232.c,"Mosaic cubes of breccia, marble, or onyx, not over 2 cubic inches in size: Attached to paper or other material",,,,50,,,,,2.5,11,17.5,2.5,11,17.5
2,,Loose,,,,50,,,,,0.125,1,10,0.125,1,10
2,232.d,"Breccia, marble, and onyx, wholly or partly manufactured into benches, monuments, vases, and other articles, and articles in chief value of these sub­stances or any of them, nspf",,,,50,,,,25,,,,,,25
2,233,"Alabaster and jet, wholly or partly manufactured into benches, monuments, vases, and other articles, and articles in chief value of these substances or either of them, nspf",HS: no differnetaitation so I used a uniform tax rate here,,,50,,,,,,,25,,,25
2,,"Articles wholly or in chief value of rock crystal, except such as are cut into shapes and forms fitting them expressly for use in the construction of jewelry, nspf",,,,50,,,,25,,,25,,,25
2,234.a,"Granite suitable for use as building, monumental, or paving stone, nspf: Hewn, dressed, pointed, pitched, lined, or polished, or otherwise manufactured",,,,60,,,,,,,20,,,15
2,,"Unmanufactured, or not hewn, dressed, pointed, pitched, lined, or polished (including that which has been roughly squared merely to facilitate its shipment to the United States)",,25,10,,,,,,,10,10,10,10,
2,234.b,"Travertine stone, unmanufactured, or not dressed, hewn, or polished",,25,10,,,,,,,10,12.5,12.5,10,
2,234.c,"Freestone, lava, limestone, sandstone, and all other stone suitable for us as monumental or building stone, except breccia, marble, and onyx, nspf: Hewn, dressed, or polished, or otherwise manufactured",,,,50,,10,10,,,,25,,,25
2,,"Unmanufactured, or not hewn, dressed, or polished",,15,10,,,10,10,,,10,7.5,7.5,10,
2,235,"Slate, slates, slate chimney pieces, mantels, slabs for tables, and other manufactures of slate (not including roofing slates), nspf",,,,25,,,,,,,12.5,,,12.5
2,236,"Watch crystals or watch glasses, finished or unfinished, if round",,,,60,,,,15,,,,,,15
3,301,Granular or sponge iron,,,,,,,,,62.5,7,,62.5,7,
3,,Iron in pigs and iron kentledge,,,,,,75,7,,,,,60,7,
3,,Spiegeleisen containing over 1% of carbon,,,,,,75,7,,,,,75,7,
3,,Wrought and cast scrap iron and scrap steel,,,,,,37.5,7,,,,,37.5,7,
3,,"The additional duty applicable under the third proviso to paragraph 301, Tariff Act of 1930, shall be as follows: On the vanadium content over 0.1%",,,,,,50,1,,50,1,,50,1,
3,,"The additional duty applicable under the third proviso to paragraph 301, Tariff Act of 1930, shall be as follows: On the tungsten content over 0.2%",,,,,,50,1,,50,1,,50,1,
3,,"The additional duty applicable under the third proviso to paragraph 301, Tariff Act of 1930, shall be as follows: On the molybdenum content over 0.2%",,,,,,35,1,,35,1,,35,1,
3,,"The additional duty applicable under the third proviso to paragraph 301, Tariff Act of 1930, shall be as follows: On the chromium content over 0.2%",,,,,,1.5,1,,1.5,1,,1.5,1,
3,302.a,"Manganese ore (including ferruginous manganese ore) or concentrates, and manganiferous iron ore; all the foregoing containing over 10% of metallic manganese",,,,,on the metallic manganese content ,0.25,1,,,,,0.25,1,
3,302.c,Tungsten or or concentrates,,,,,on the metallic manganese content ,38,1,,,,,,,
3,302.d,Ferromanganese containing of carbon: 4% or more,,,,,on the metallic manganese content ,0.6875,1,,,,,0.625,1,
3,,Ferromanganese containing of carbon: Over 1% but under 4%,,,,,on the metallic manganese content ,0.9375,1,,,,,0.9375,1,
3,302.e,Ferromanganese containing of carbon: Not over 1%,,,,,on the manganese content,0.9375,1,10,,,,0.9375,1,7.5
3,,Manganese boron; manganese silicon containing less than 45% of manganese; and spiegeleisen containing not over 1% of carbon,,,,,on the manganese carbon. Torquay: Manganese boron; manganese silicon; and spiegeleisen containing not over 1% of carbon. Split in Geneva.,,,,,,,0.9375,1,7.5
3,,Manganese silicon containing more than 45% of manganese.,,,,,on the manganese carbon. Torquay: Manganese boron; manganese silicon; and spiegeleisen containing not over 1% of carbon. Split in Geneva.,1,1,10,,,,0.9375,1,7.5
3,302.f,"Calcium molybdate, ferromolybdenum, metallic molybdenum, molybdenum powder, and all other compounds and alloys of molybdenum",,,,,on the molybdenum content,,,,,,,25,1,7.5
3,302.g,"Tungsten carbide, tungsten metal, and combinations or mixtures containing tungsten carbide or tungsten metal; all the foregoing in grains, lumps, or powder",,,,,on the tungsten content,42,1,25,,,,42,1,25
3,,"Tungstic acid and all other compounds of tungsten, nspf",,,,,on the tungsten content,42,1,20,,,,42,1,20
3,302.h,"Chromium cobalt tungsten, chromium tungsten, ferrocbromium tungsten, ferrotungsten, tungsten nickel, and all tungsten content other alloys of tungsten, nspf",,,,,on the tungsten content,42,1,12.5,,,,42,1,12.5
3,302.i,Ferrosilicon containing of silicon: 8% or more but under 30%,,,,,on the silicon content. Torquay: Ferrosilicon containing of silicon: 8% or more but under 60%. Split in Geneva. ,1,1,,,,,1,1,
3,302.i,Ferrosilicon containing of silicon: 30% or more but under 60%,,,,,on the silicon content. Torquay: Ferrosilicon containing of silicon: 8% or more but under 60%. Split in Geneva. ,1.5,1,,,,,1,1,
3,,Ferrosilicon containing of silicon: 60% or more but under 80%,,,,,on the silicon content ,2,1,,,,,1.5,1,
3,,Ferrosilicon containing of silicon: 80% or more but under 90% ,,,,,on the silicon content ,2.5,1,,,,,2,1,
3,,Ferrosilicon containing of silicon: 90% or more,,,,,on the silicon content ,4,1,,,,,4,1,
3,,Silicon metal,,,,,on the silicon content ,,,,,,,4,1,
3,302.j,Aluminum silicon and silicon aluminum,,,,,,,,,,,,2.5,1,
3,302.k,Chrome metal or chromium metal,,,,,,,,25,,,,,,12.5
3,,"Ferrochrome or ferrochromium, containing of carbon: Under 3%",,,,,,,,,,,12.5,,,12.5
3,,"Ferrochrome or ferrochromium, containing of carbon: 3% or more",,,,,on the chromium content,0.625,1,,,,,0.625,1,
3,302.l,Boron carbide,,,,,,,,6.25,,,,,,6.25
3,,"Chromium carbide, chromium nickel, chromium silicon, chromium vanadium, man­ganese copper, and vanadium carbide",,,,,,,,,,,,,,12.5
3,302.m,"Ferrotitanium, ferrouranium, and ferrovanadium",,,,,"Torquay: Ferroaluminum vanadium, ferroboron, ferromanganese vanadium, ferrophosphorus, ferrosilicon aluminum vanadium, ferrosilicon vanadium, ferrotitanium, ferrouranium, ferrovanadium, ferrozirconium, and zirconium ferrosilicon. Split in Geneva.",,,12.5,,,,,,12.5
3,302.m,"Ferroaluminum vanadium, ferroboron, ferromanganese vanadium, ferrophosphorus, ferrosilicon aluminum vanadium, ferrosilicon vanadium, ferrozirconium, and zirconium ferrosilicon",,,,,"Torquay: Ferroaluminum vanadium, ferroboron, ferromanganese vanadium, ferrophosphorus, ferrosilicon aluminum vanadium, ferrosilicon vanadium, ferrotitanium, ferrouranium, ferrovanadium, ferrozirconium, and zirconium ferrosilicon. Split in Geneva.",,,,,,,,,12.5
3,302.n,"Barium, boron, columbium or niobium, strontium, tantalum, thorium, vanadium, and zirconium",,,,,"Geneva: Columbium or niobium, tantalum, alloys or one of these metals with the other, and alloys of columbium or niobium, or tantalum, or both, with one or more of the metals barium, boron, calcium, strontium, thorium, titanium, uranium, vanadium, or siroonium. Split in Torquay.",,,12.5,,,,,,12.5
3,,Calcium,,,,,"Geneva: Columbium or niobium, tantalum, alloys or one of these metals with the other, and alloys of columbium or niobium, or tantalum, or both, with one or more of the metals barium, boron, calcium, strontium, thorium, titanium, uranium, vanadium, or siroonium. Split in Torquay.",,,12.5,,,,,,17.5
3,,Titanium,,,,,"Geneva: Columbium or niobium, tantalum, alloys or one of these metals with the other, and alloys of columbium or niobium, or tantalum, or both, with one or more of the metals barium, boron, calcium, strontium, thorium, titanium, uranium, vanadium, or siroonium. Split in Torquay.",,,12.5,,,,,,20
3,,"Alloys of two or more of the metals provided for in paragraph 302(n), Tariff Act of 1930 (except alloys containing uranium but not containing columbium or niobium or tantalum)",,,,,"Geneva: Columbium or niobium, tantalum, alloys or one of these metals with the other, and alloys of columbium or niobium, or tantalum, or both, with one or more of the metals barium, boron, calcium, strontium, thorium, titanium, uranium, vanadium, or siroonium. Split in Torquay.",,,12.5,,,,,,12.5
3,,"Alloys nspf of one or more of the metals provided for in paragraph 302(n), Tariff Act of 1930, with one or more of the metals aluminum, chromium, cobalt, copper, manganese, nickel, or silicon: Calcium silicon and zirconium silicon",,,,,,,,,,,,,,12.5
3,,"Alloys nspf of one or more of the metals provided for in paragraph 302(n), Tariff Act of 1930, with one or more of the metals aluminum, chromium, cobalt, copper, manganese, nickel, or silicon: Other (except alloys containing uranium)",,,,,,,,,,,,,,20
3,302.o,"Alloys used in the manufacture of iron or steel, nspf: Containing 18% or more of aluminum, 28% or more of iron, 18% or more of manganese, and 18% or more of silicon",,,,,Split in Torquay.,,,12.5,,,,,,6.25
3,,"Alloys used in the manufacture of iron or steel, nspf: Other",,,,,Split in Torquay.,,,12.5,,,,,,12.5
3,302.p,Cerium metal,,,,,,1,1,,,,,1,1,
3,302.q,Ferrocerium and all other cerium alloys,,,,,,1,1,12.5,,,,1,1,12.5
3,303,"Bar iron, iron in blooms, loops, slabs or other forms (except castings) less finished than iron in bars and more advanced than pig iron, muck bars and pieces thereof (except crop ends), and round iron in coils or rods; all the foregoing valued per pound: Not over 1-1/2 cents",,,,,,0.125,1,,,,,0.125,1,
3,,"Bar iron, iron in blooms, loops, slabs or other forms (except castings) less finished than iron in bars and more advanced than pig iron, muck bars and pieces thereof (except crop ends), and round iron in coils or rods; all the foregoing valued per pound: Over 1-1/2 but not over 2-1/2 cents",,,,,,0.25,1,,,,,0.25,1,
3,,"Bar iron, iron in blooms, loops, slabs or other forms (except castings) less finished than iron in bars and more advanced than pig iron, muck bars and pieces thereof (except crop ends), and round iron in coils or rods; all the foregoing valued per pound: Over 2-1/2 but not over 3-1/2 cents",,,,,,,,,0.3,1,,0.3,1,
3,,"Bar iron, iron in blooms, loops, slabs or other forms (except castings) less finished than iron in bars and more advanced than pig iron, muck bars and pieces thereof (except crop ends), and round iron in coils or rods; all the foregoing valued per pound: Over 3-1/2 but not over 5 cents",,,,,,,,,0.4,1,,0.4,1,
